state,date,tweet_count,total_likes,sentiment_avg,total_retweets,total_followers,most_common_issues,most_common_derogatory_language,most_common_adjectives,top_10_user_screen_name,most_common_hashtag,top_hashtags,top_cleaned_tweet,states_code
Alabama,2020-10-15,44,277.0,-0.0014500000000000055,92.0,73655.0,hunterbiden,hate,evil,"['masquer08er', 'ScooterDavis1', 'porkchawp55', 'JackLeeRoberts', 'BamaStephen', 'tooprivileged_', '1967populist', 'DaleElster', 'GodChoseDJT', 'Giovanna111']",#biden,['#trump'],['censorship is at an all time high right now keep fighting and sharing information bidencrimefamily biden trump trump'],AL
Alabama,2020-10-16,59,618.0,-0.08072372881355931,127.0,162616.0,"hunterbiden, crookedjoebiden",hate,proud,"['masquer08er', 'BamaStephen', 'retired_sd', 'JCraigKY', 'WayneCain', '1967populist', 'ZanP', 'GospelGrind', 'JackLeeRoberts', 'PaulaCobia']",#biden,['#biden'],['how in the holy hell can a thinking person be undecided biden is a leftist antiamerican puppet trump is a unapologetic proamerican fighter'],AL
Alabama,2020-10-17,29,142.0,0.14315862068965518,46.0,458632.0,covid,"kill, shooting",perfect,"['HelloTeamTrump', 'BamaStephen', 'retired_sd', 'nroberts98', 'porkchawp55', '22lrMarksmen', 'Kyle4Congress', 'Nottrump20201', 'chrisonyourside', 'vitamind3blog']",#trump,['#trump'],['maxim defense pdx perfect accessory to match fall colors x  pdw maximdefense fall ar election trump biden garth killpack shooting range'],AL
Alabama,2020-10-18,27,39.0,-0.11246666666666666,13.0,380285.0,china,hate,presidential,"['HelloTeamTrump', 'pbpoliticalal', 'bissel', 'BamaStephen', 'Slim_N_21', 'RoxyWrites', 'JackLeeRoberts', 'scott_boyette', 'will_show2020', 'DaleElster']",#trump,['#trump'],['a sneak peak of tomorrows presidential forecast the secondtolast before the election check it out tomorrow at  am cst only at trump biden bidenharris trumppence election vote'],AL
Alabama,2020-10-19,40,493.0,-0.04575,114.0,509786.0,"covid, pandemic",attack,joebiden,"['BamaStephen', 'Onelifetogive', 'mhhoward_AL', 'ilikecheesefart', 'RoxyWrites', 'HelloTeamTrump', 'JackLeeRoberts', 'ElizbethLManess', 'escape2606', 'MFIMiami']",#biden,['#biden'],['potus trump is right now attacking biden by saying that biden will listen to the scientists regarding covid imagine that trump thinks that is a bad thing during a pandemic our president is ignoring his own coronavirus task force and medical science that is weird'],AL
Alabama,2020-10-20,27,36.0,0.08265925925925927,16.0,117450.0,china,brutality,acceptable,"['BamaStephen', 'lazerouslong', 'RoxyWrites', 'mccombs869', 'Giovanna111', 'AndersonThomso8', 'RoseDru63', 'bama1fan', 'RealSteveDorman', 'nroberts98']",#trump,['#trump'],['love how uses the power of his position to interfere with the election and even more so how republicans find this acceptable trump biden'],AL
Alabama,2020-10-21,44,60.0,0.020809090909090912,18.0,261925.0,"law, order, defund the police",anger,defund,"['hmschchristnmom', 'masquer08er', 'apiercegodwin', 'HelloTeamTrump', 'TerryAbbott', 'patriciacoker13', 'RevConwell', 'RobGuthans', 'AlabamaDoc', 'Drew_Arredondo']",#trump,['#trump'],['please please reconsider biden has put my son in danger of his life with his defund the police and wont call down mobs vote trump for law and order please'],AL
Alabama,2020-10-22,62,61.0,0.06811612903225805,14.0,210992.0,corrupt,rage,full final presidential,"['masquer08er', 'AndreaWilWoods', 'RISKN0REWARD', '1061WTAK', 'ALT929HSV', '1003theriver', 'WDRMRadio', 'AnnaKatherineP5', 'mhhoward_AL', '1065KISSFM']","#trump,#biden,#wbhp","['#trump,#biden,#wbhp']",['full coverage of the final presidential debate between trump amp biden can be heard on wbhp coverage starts at pm with the debate beginning at pm listen here gt'],AL
Alabama,2020-10-23,146,644.0,0.06428835616438355,143.0,1506096.0,maga,hate,great,"['Onelifetogive', 'BamaStephen', 'DanielTidentrue', 'masquer08er', 'Operatorof7G', 'willhall79', 'RISKN0REWARD', 'maemalade1', 'SankofaBookClub', 'BobPenney5']",#biden,['#biden'],['great job moderating tonights presidentialdebate grace and clarity and strength kristenwelker had solid control of the presidentialdebate throughout she kept trump and biden in check and on point for the most part'],AL
Alabama,2020-10-24,33,54.0,0.09923939393939395,15.0,268688.0,maga,riot,covid sorry sleepy covid global single savior independent,"['masquer08er', 'PNN001', 'Wheetypie', 'OvertonGriffin', 'RealCharlieAL1', 'SunflowerMel', 'Operatorof7G', 'JCraigKY', 'mom2princessz', 'SajeEagle']",#biden,['#biden'],['biden you said you would fix covid sorry sleepy joe but you are not god covid is global and no single human can fix this you are not our savior independent patriots vote trump trump'],AL
Alabama,2020-10-25,32,200.0,0.023575000000000006,70.0,249188.0,fraud,war,communistmarxist socialist ready,"['mhhoward_AL', 'Kyle4Congress', 'BamaStephen', 'HelloTeamTrump', 'FreedomChurch4', 'alabamaobserver', 'masquer08er', 'RealSteveDorman', 'The0sumCarter', 'adisasterreally']",#biden,['#biden'],['does anyone know if our voting machines and their parts and software are made in the usa are organizers of communistmarxist socialist activists ready to take away our vote in november voterfraud madeinusa biden trump lord deliverusfromevil'],AL
Alabama,2020-10-26,37,141.0,0.03066216216216216,50.0,225940.0,corrupt,anger,available,"['BamaStephen', 'masquer08er', 'pbpoliticalal', 'mhhoward_AL', 'TR_IT_Solutions', 'timsfloors66', 'GospelGrind', 'DonnaListen', 'DaleElster', '_Official_Erika']",#trump,['#trump'],['corruption biden trump vote ken starr there has been a moral collapse of the main stream media this says it all and is why so many americans are misinformed disinformation is corrupting our decisions without us even knowing it bad decisions based on bad information'],AL
Alabama,2020-10-27,32,120.0,-0.047846875,29.0,99254.0,fraud,war,free,"['masquer08er', 'RoxyWrites', 'AndreaWilWoods', 'Dooperer', 'RollTide14SB', 'tabithahickman', 'DaleElster', 'nroberts98', 'LtAndyNorris', 'VWorldonline']",#biden,['#biden'],['biden trump how about your health claim your free membership to cancer u uselection trump biden votes republican democrat cancer healthcare giveaway win health caregivers patients'],AL
Alabama,2020-10-28,44,700.0,0.046075000000000005,223.0,140951.0,corrupt,"criminal, criminal",corrupt,"['RevConwell', 'masquer08er', 'judyprgirl', 'nroberts98', 'dawsondown01', 'BamaStephen', 'RoxyWrites', 'JackKirkwood12', 'QUEENJAZZE1', 'RoseDru63']",#biden,['#biden'],['whoa tucker is driving this out to no end bobulinski is absolutely on fire biden has to be done wheres the money joe and whereshunter to refute this'],AL
Alabama,2020-10-29,36,105.0,0.05595555555555555,58.0,176113.0,corrupt,hate,stevenmnuchin seatsforstimulus,"['anjeli_asencio', 'DaleElster', 'BamaStephen', 'JonnyDoo01', 'riz_kilkenny', 'me_nu_michelle', 'VoteBlueErrbody', 'AndreaWilWoods', 'Onelifetogive', 'timsfloors66']",#biden,"['#trump,#vote,#bidenharris2020']",['there you have it the most forceful argument yet in the history of elections who could possibly vote for biden after learning these facts but wait we already lost all that this year under trump didnt we'],AL
Alabama,2020-10-30,51,124.0,0.06628235294117647,39.0,659001.0,build back better,kill,american wealthy,"['HelloTeamTrump', 'BamaStephen', 'nroberts98', 'helpstampoutalz', 'GoodSamaritanYo', 'masquer08er', 'DaleElster', 'CapitalistPeace', 'VoteBlueErrbody', 'jayhouse1997']",#trump,['#trump'],['meet our  yo friend dr richard morgan who voted biden heres what he said at st my vote was denied x it took hrs of phone calls to board of elections i was going to go to courthouse in a wheelchair but the ballot came amp this soul didnt have to roll to the polls to vote'],AL
Alabama,2020-10-31,44,206.0,-0.001690909090909091,66.0,653030.0,corrupt,war,joebiden,"['HelloTeamTrump', 'BamaStephen', 'masquer08er', 'halmas', 'GoodSamaritanYo', 'Ben_Westen', 'Giovanna111', 'Gatorbite67', 'chasdunn', 'PerroV7']",#biden,['#biden'],['i urge all major candidates for president to immediately call for peace among their supporters do not let history judge you for being part of the fracturing of america unitedwestand dividedwefall potus trump biden'],AL
Alabama,2020-11-01,55,116.0,-0.05868,49.0,1353613.0,patriots,war,easy,"['HelloTeamTrump', 'BamaStephen', 'masquer08er', 'gspritchard2', 'PaulaCobia', 'MsGiggles83', 'Operatorof7G', 'Joshuabradenp', 'mcduff664', 'Giovanna111']",#trump,['#trump'],['breakingnews electioninterference joebiden is forgetting easy info he cannot possibly be employed to run the usa constitutionalcrisis wearegodswarriors'],AL
Alabama,2020-11-02,60,109.0,0.03481166666666667,14.0,170806.0,covid,threat,black democratic,"['masquer08er', 'pbpoliticalal', 'gspritchard2', 'BamaStephen', 'RISKN0REWARD', 'judyprgirl', 'EvilGrillCheese', 'anjeli_asencio', 'dougmost', 'IuicMobile']",#trump,['#trump'],['yall do know you can vote for people other then trump or biden on the ballot greenparty'],AL
Alabama,2020-11-03,65,77.0,0.06407230769230769,12.0,748955.0,maga,racism,unfit socialist,"['HelloTeamTrump', 'willhall79', '_Official_Erika', 'Operatorof7G', 'Onelifetogive', 'AuthorMarkMill1', 'she_fights', 'UnlockItForMe', 'HilkyulkHix', 'jonny_red32']",#trump,['#trump'],['i am mentally prepared for a trump victory so many times in my life  years america has disappointed me when i ask of its citizens to stand up to corruption and racism they always fail but i will be so happy if i am wrong and americans make biden our next president'],AL
Alabama,2020-11-04,89,484.0,0.1801584269662921,63.0,336212.0,maga,abuse,actual typical,"['BamaStephen', 'PaulaCobia', 'calebagann', 'AuthorMarkMill1', 'RISKN0REWARD', '_LoveTheUSA', 'DJWiggins44', '_jscottbrantley', 'MichiePire', 'JPreziose']",#biden,['#biden'],['america be bracing like election electionresults biden trump uselections'],AL
Alabama,2020-11-05,64,223.0,0.0714109375,37.0,251372.0,blacklivesmatter,anger,covid own political,"['PaulaJeane1966', 'willhall79', 'PaulaCobia', 'AuthorMarkMill1', 'Nick46577560', 'BamaStephen', 'Onelifetogive', 'flossthemack', 'ALStormChaser', 'BbFLifeCoach']",#trump,['#trump'],['listen up ive noticed cnn has barely said one word about covid since they saw biden will possibly win which proves they only did it to hurt trump which means they basically stood on the graves of thousands of covid victims only to push their own political agenda'],AL
Alabama,2020-11-06,71,377.0,0.14333239436619719,91.0,522381.0,law,war,big more,"['willhall79', 'Onelifetogive', 'HWHInBama', 'BamaStephen', 'AuthorMarkMill1', 'MrUntactical', 'Mewsamuse', 'HelloTeamTrump', 'RISKN0REWARD', 'twittenup']",#trump,['#trump'],['nevada is apparently using the pony express there for their mail delivery itd be a great snl skit trump biden cnn foxnews oan nbc snl'],AL
Alabama,2020-11-07,148,669.0,0.10069594594594596,134.0,644528.0,fraud,rage,stopthesteal keepamericagreat,"['TheLonelyPaintr', 'LilXJK', 'iLovePresTrump', 'HWHInBama', 'willhall79', 'HelloTeamTrump', 'PaulaCobia', 'scott_boyette', 'AuthorMarkMill1', 'PerryKahai']",#biden,['#biden'],['youre losing old man wait until trump wins the white house for another  years trump trump maga'],AL
Alabama,2020-11-08,116,478.0,0.22634051724137932,64.0,499043.0,fraud,riot,stopthesteal keepamericagreat,"['TheLonelyPaintr', 'RoseDru63', 'ItsAlabama', 'BamaStephen', 'timsfloors66', 'JackLeeRoberts', 'AuthorMarkMill1', 'tim_sanford1981', 'RISKN0REWARD', 'PaulaCobia']",#biden,['#biden'],['play trumpcard dont keep drawing crap out like last  yrs we are awake majority knows truth were fed up amp know god covers us its time white hats shit or get off the pot god has blessed me through every president god wins god is all that mattets trump patriots'],AL
Alaska,2020-10-15,30,6.0,0.15811000000000003,5.0,221715.0,maga,anger,common common good,"['AlaskaQuinnHope', 'AKNewsNow', 'glenwyman', 'Crucem_sanctam', 'Wallyrus51', 'WVShelli', 'kjp5009', 'Stephen75405675', '_ACSCOOLGROUP', 'misswendybliss']","#alaskaquinn,#trump","['#alaskaquinn,#trump']",['president donald trump and former vice president joe biden will compete for tv audiences in dueling town halls instead of meeting facetoface for their second debate as originally planned trump biden townhall'],AK
Alaska,2020-10-16,41,21.0,0.21868536585365855,3.0,31606.0,china,attack,common common good,"['AlaskaQuinnHope', 'buckdancer57', 'ak49conservativ', 'Alaskacryptogi1', 'OwlandOwlet', 'DesignKelsey', 'NitaRaeB', 'TimLydonAK', 'the_pfeiffer', 'AKJane1']","#alaskaquinn,#trump","['#alaskaquinn,#trump']",['a vote for joebiden says a lot about the person casting it i am a low information person who endorses treason and hopes for the destruction of the usa i do not make up my own mind i support mass genocide i support censorship and i support china'],AK
Alaska,2020-10-17,24,37.0,0.19942083333333335,11.0,45230.0,hunterbiden,hate,common common good,"['AlaskaQuinnHope', 'buckdancer57', 'ak49conservativ', 'VickieDarling3', 'TweetweetAK', 'revolt777', 'Arctic__char', 'ianmac67_SE']","#alaskaquinn,#trump","['#alaskaquinn,#trump']",['joebiden the supreme court nominee has  children how often will she be sitting on the bench when the children get sick'],AK
Alaska,2020-10-18,20,28.0,0.030559999999999997,9.0,20928.0,bluewave,kill,best joebiden glad,"['justinbroadcast', 'buckdancer57', 'Wallyrus51', 'karensheebasyke', 'anchteaparty', 'OwlandOwlet', 'sweetalaskangal', 'FernandoFaraldo', 'BsTees3', 'glenwyman']",#biden,['#biden'],['joebiden is the new bernie madoff we all paid on this ponzi and will continue if we vote for this sack of skin'],AK
Alaska,2020-10-19,10,4.0,-0.04724000000000001,4.0,30082.0,blacklivesmatter,traitor,concrete grift,"['justinbroadcast', 'Alaskacryptogi1', 'aloha_alaska', 'WVShelli', 'TimLydonAK', 'Searean2', 'morokkan', 'ak49conservativ', 'JRHeroic']",#biden,['#biden'],['just in breaking steelworkers union projects giant bidenharris logo on trumptowerchicago breakingnews'],AK
Alaska,2020-10-20,11,33.0,0.005981818181818186,4.0,111865.0,climate,No derogatory_language,only open,"['glenwyman', 'AKNewsNow', 'OwlandOwlet', 'AKMike15', 'beebeejay22']","#debate,#trump,#biden","['#debate,#trump,#biden']",['the only candidate whose microphone will be open during these twominute periods is the candidate who has the floor under the rules debate trump biden'],AK
Alaska,2020-10-21,13,6.0,-0.11500769230769231,0.0,14947.0,china,rage,creep,"['SteveCr27796185', 'beebeejay22', 'Alaskan3401', 'AlaskanSledneck', 'kinkalaskastyle', 'AKMike15', 'Wallyrus51']",#biden,['#biden'],['all i see is polls asking if people are voting for trump or biden what i want to know though are you voting for one of the two media backed candidates or are you voting libertarianother'],AK
Alaska,2020-10-22,15,23.0,-0.3245066666666666,2.0,127173.0,china,attack,bad,"['buckdancer57', 'AKNewsNow', 'glenwyman', 'AKcharlotteM', 'StyleAlaska', 'OwlandOwlet', 'beebeejay22', 'Arctic__char']",#biden,['#biden'],['on thursday night in an effort to curtail interruptions trump and biden will each have his microphone cut off while his rival delivers an opening twominute answer to each of the six debate topics debate biden trump'],AK
Alaska,2020-10-23,58,52.0,-0.025356896551724135,8.0,75171.0,covid,racism,free covid,"['buckdancer57', 'LadysPolyBear', 'TweetweetAK', 'Crucem_sanctam', 'secretblack6', 'FNPreparedness', 'OwlandOwlet', 'justinbroadcast', 'sapphicqween', 'Livenak']",#biden,['#biden'],['biden isnt trending just trying to help biden out a bit biden biden trump is americasgreatestmistake openlettertorepublicans joe biden'],AK
Alaska,2020-10-24,20,19.0,-0.22346,1.0,5093.0,corrupt,hate,disrespectful final,"['buckdancer57', 'justinbroadcast', 'BlissInAlaska', 'StyleAlaska', 'Wallyrus51']",#biden,['#biden'],['just in breaking trump calls out biden for being disrespectful to obama during the final debate breakingnews'],AK
Alaska,2020-10-25,22,34.0,-0.20677727272727273,7.0,23069.0,law,hate,bad,"['buckdancer57', 'Alaskan_Trump', 'ak49conservativ', 'StyleAlaska', 'NameBrandDealz', 'AKkevi7', 'hinterlandsfeed', 'LadyLightArtist', 'LucaMerrill', 'EssenceofOne']",#biden,['#biden'],['look what he did for hunter i am typing his name in right now this stuff is bad mkay joebiden got some splainin to do'],AK
Alaska,2020-10-26,24,9.0,0.10301666666666666,1.0,14780.0,china,"murder, weak",afraid,"['buckdancer57', 'Alaskan_Trump', 'BairdWildLife', 'NameBrandDealz', 'corkgraham', 'Wallyrus51', 'christopherpvlk', 'glenwyman', 'GretaInAK', 'AKMike15']",#biden,['#biden'],['i am afraid we have a lot of dumbasses in this country but i still think these are bots joebiden sold the country'],AK
Alaska,2020-10-27,31,13.0,0.06401290322580645,2.0,29889.0,mask,kill,black,"['buckdancer57', 'beebeejay22', 'justinbroadcast', 'BairdWildLife', 'OwlandOwlet', 'heck_at_e', 'ak49conservativ', 'Alaskan3401', 'makkieAndLady', 'glenwyman']",#biden,['#biden'],['just in biden calls trump a charlatan invokes fdr in speech promising to unite the nation breakingnews'],AK
Alaska,2020-10-28,29,56.0,-0.0810103448275862,64.0,37135.0,corrupt,hate,easy deceptive,"['buckdancer57', 'beebeejay22', 'LoneChildOfDirt', 'anjumsheh', 'glenwyman', 'WVShelli', 'NikoNiko5g', 'alaska99515', 'anchteaparty', 'lizBeth_Hineni']",#biden,['#biden'],['thats what america did before trump which means trumpmustgo trumpsbankaccounts need to be frozen joebiden knows what needs to be done as potus'],AK
Alaska,2020-10-29,38,38.0,0.18121842105263158,4.0,131382.0,covid,kill,secret only,"['Wallyrus51', 'buckdancer57', 'CastHip', 'FNPreparedness', 'AKNewsNow', 'glenwyman', 'NameBrandDealz', 'AKkevi7', 'Bankovich907', 'daveharbour']",#biden,['#biden'],['sc voters listen up this is your reminder that we vote by secret ballot in this country that means you can tell anyone who asks anything you want about who you voted for while actually having voted for the only one who cares about our countrys future joebiden ivoted'],AK
Alaska,2020-10-30,21,9.0,0.17894285714285715,1.0,40594.0,energy,hate,black,"['buckdancer57', 'StyleAlaska', 'MrWordNerd1', 'CastHip', 'Alaskan3401', 'jonathanjewel', 'Alaskacryptogi1', 'BlissInAlaska', 'heck_at_e', 'makkieAndLady']",#biden,['#biden'],['i think you mean you aint black joebiden we can think for ourselves my name aint toby'],AK
Alaska,2020-10-31,14,5.0,-0.1868,0.0,8816.0,covid,"hate, racism, xenophobia, misogyny",extreme digital such crazy,"['buckdancer57', 'Wallyrus51', 'heck_at_e', 'Alaskan3401', 'justinbroadcast', 'AKJane1', 'Alaskan_Trump']",#biden,['#biden'],['if joebiden wins i assume the usual socialism nightmare will happen up to and including cannibalism however when wins this election we are gonna need to keep our roadways clear so our justintime delivery systems run smoothly domestic terrorists beware'],AK
Alaska,2020-11-01,18,6.0,-0.09644444444444444,0.0,15453.0,climate,terror,fucking full,"['buckdancer57', 'beebeejay22', 'StyleAlaska', 'TweetweetAK', 'Alaskan3401', 'debtrimm', 'glenwyman', 'SybilLucy', 'Wallyrus51']",#biden,['#biden'],['i urge this retweet across the nation he has given one bestttt closing arguments ive seen yet why that was then this is now which candidate can back up their fucking mouth now biden or trump whos more full of shit whos been in washington  years vs not'],AK
Alaska,2020-11-02,14,8.0,0.05565,4.0,17633.0,covid,rage,good best,"['buckdancer57', 'StyleAlaska', 'LucaMerrill', 'BairdWildLife', 'justinbroadcast', 'misswendybliss', 'SybilLucy', 'glenwyman', 'TimLydonAK', 'AKMike15']",#biden,['#biden'],[' nets  profit if bidenharris prevails over trump biden looks like good bet to me despite the trump best efforts to delegitimize the vote'],AK
Alaska,2020-11-03,36,45.0,0.07640277777777778,6.0,234799.0,law,"terror, murder, terrorist",good,"['justinbroadcast', 'StyleAlaska', 'AKNewsNow', 'misswendybliss', 'buckdancer57', 'TweetweetAK', 'mgdowney', 'anjumsheh', 'beebeejay22', 'BessieElkins8']","#votebiden,#vote,#americaortrump,#countryoverparty,#endtrumpnightmare,#2020election,#trumpliesamericansdie,#ivotedearly,#voteagainsttrump,#biden,#inspirechange,#voteforourlives,#enoughisenough","['#votebiden,#vote,#americaortrump,#countryoverparty,#endtrumpnightmare,#2020election,#trumpliesamericansdie,#ivotedearly,#voteagainsttrump,#biden,#inspirechange,#voteforourlives,#enoughisenough']",['votebiden bc its right its not like you have to change bumper stickers or publicize your vote americaortrump countryoverparty endtrumpnightmare election trumpliesamericansdie ivotedearly voteagainsttrump biden inspirechange voteforourlives enoughisenough'],AK
Alaska,2020-11-04,28,29.0,0.16325714285714282,7.0,122326.0,racist,war,able several early former,"['justinbroadcast', 'secretblack6', 'BairdWildLife', 'LoneChildOfDirt', 'PaulaMariaAussi', 'AKNewsNow', '49wildalaska', 'gomer2323', 'Creative_Mind_3', 'malikahhughes']",#biden,['#biden'],['just in breaking biden has won the state of newhampshire in the presidential race uselection usaelections electionnight trump breakingnews'],AK
Alaska,2020-11-05,33,121.0,-0.08968484848484848,16.0,356863.0,fraud,attack,dem final,"['Wallyrus51', 'buckdancer57', 'AKNewsNow', 'AKMike15', 'OwlandOwlet', 'revolt777', 'BairdWildLife', 'SarahEv87845541', 'BsTees3', 'LadysPolyBear']",#biden,['#biden'],['the head of an international delegation monitoring the us election says his team has no evidence to support president donald trumps claims about alleged fraud involving mailin absentee ballots election trump biden'],AK
Alaska,2020-11-06,30,45.0,0.1436,17.0,284064.0,pandemic,war,narrow multiple more,"['thebluealaskan', 'AKNewsNow', 'JusGilbert', 'glenwyman', 'Alaskans4Trump', 'justinbroadcast', 'TweetweetAK', 'BrittAk_Qannon', 'Harveysta17', 'morokkan']","#election2020,#trump,#biden",['#trump'],['do you think there will be a civilwar if biden steals the election please vote amp rt elections stopthesteal stopthecount trump civilwar civilwar'],AK
Alaska,2020-11-07,42,114.0,0.1723333333333333,13.0,125119.0,covid,war,geazy yourfired,"['morokkan', 'thebluealaskan', 'SarahPalinSpecc', 'buckdancer57', 'AKNewsNow', 'JumpInTheWaters', 'beebeejay22', 'justinbroadcast', 'BernadetteKMK', 'NameBrandDealz']",#biden,['#biden'],['if trump was in joebidens situation right now foxnews wouldve called the election yesterday now and are chickening outthey know he won but still waiting'],AK
Alaska,2020-11-08,27,46.0,0.08098888888888889,8.0,34966.0,law,hate,gay straight,"['beebeejay22', 'BairdWildLife', 'Wallyrus51', 'ak49conservativ', 'StylesandGifts', 'PaulaMariaAussi', 'loisepstein', 'NameBrandDealz', 'GoliaJr', 'buckdancer57']",#trump,['#trump'],['via joe biden triumphs over trump says it is a time to heal even as trump does not concede election'],AK
Arizona,2020-10-15,172,170.0,0.07381686046511628,44.0,708741.0,hunterbiden,war,few democratic,"['lvliberty', '1LIDA3', 'WECpoker', 'SixFourAdvocate', 'AliciaM05246586', 'nonsumdignus', 'chadbensonshow', 'AZ_4_TRUMP', 'suziesuchi', 'Desert_Author']","#2020election,#democratparty,#marxism,#statism,#collectivism,#biden,#kamalaharris","['#2020election,#democratparty,#marxism,#statism,#collectivism,#biden,#kamalaharris']",['just a few weeks before voting understand who the democratic party really is and their ideology election democratparty marxism statism collectivism biden kamalaharris'],AZ
Arizona,2020-10-16,188,548.0,0.04527127659574469,111.0,608797.0,covid,war,presidential empathetic substantive human higher,"['SixFourAdvocate', 'Annimallover', 'zismo64', 'Tea_Party_Chris', 'nonsumdignus', 'AliciaM05246586', 'DesertLover46', 'CliffSummerhill', 'needcollegehelp', 'Coast__Coast']",#biden,['#biden'],['not only was joebiden more presidential empathetic substantive and human bidens town hall got higher ratings that trumps abc nbc trumpisdone'],AZ
Arizona,2020-10-17,94,153.0,-0.018785106382978724,66.0,227222.0,covid,rage,joebiden,"['zismo64', 'samfraulino', 'lyon86319661', 'STUDENTSFORBID2', 'RAFTER2020', 'chrisfeliz55', 'Heidi31471555', 'MaggieC47929176', 'ColdPieceCITY', 'snowflakelady']",#biden,['#biden'],['unlike trump who follows anyone who gives him money amp attention biden has had a north star amp been constant his whole life biden is the real deal'],AZ
Arizona,2020-10-18,106,201.0,0.11708018867924529,72.0,300756.0,"maga, bluewave",brutality,empathy,"['RAFTER2020', 'LUV_Recovery', 'AliciaM05246586', 'Vtach4', 'EdSpeaksFreely', 'nonsumdignus', 'JaLopezAZ', '1LIDA3', 'Calvin94568961', 'zismo64']",#biden,['#biden'],['seriously choose your arguments you are comparing the all american guy joebiden to donaldtrump the most commonly known immoral and greediest man in america who has been given everything from day one and never had to work ever in his life think before you tweet'],AZ
Arizona,2020-10-19,159,640.0,-0.060003773584905655,193.0,423811.0,covid,war,azcentral,"['azgreenday', 'DavidWallce', 'chadbensonshow', 'D12Democrats', 'Annimallover', 'zismo64', 'thawthornephoto', 'lyon86319661', 'Desert_Author', 'RyanShead']",#trump,['#trump'],['where we at people trump biden polls election vote election maga joebiden'],AZ
Arizona,2020-10-20,135,562.0,-0.03681333333333333,149.0,400138.0,maga,hate,low last valiant,"['chadbensonshow', 'DearTrumpBook', 'GoodbyeTroll1', 'KillTheRich66', 'wjm196387', 'AliciaM05246586', 'JAMMER_AZ', 'kitcatlyon', 'zismo64', 'WePoll_TheGame']",#biden,['#biden'],['how low will he go these last two weeks will seem an eternity the troll will distract you infernally let not your attention be diverted our valiant efforts will be concerted and your vote will bring our country back into modernity oh no this trolls gotta go biden'],AZ
Arizona,2020-10-21,157,262.0,-0.008386624203821653,83.0,482216.0,china,abuse,pandemic mypresident,"['gypcwmn', 'AliciaM05246586', 'Annimallover', 'lyon86319661', 'DazeyGrae320', 'zismo64', 'DearTrumpBook', 'chadbensonshow', 'DavidMalton3', 'D12Democrats']",#biden,['#biden'],['we literally left this whitehouse a pandemic playbook that wouldve shown them how to respond to the coronavirus before it reached our shores obamawasbetterateverything mypresident trumpisanationaldisgrace trumpisnotamerica biden'],AZ
Arizona,2020-10-22,180,602.0,0.053118888888888896,229.0,564953.0,maga,attack,glad,"['zismo64', 'chadbensonshow', 'RussellHunterAZ', 'DearTrumpBook', 'PrgrsvArchitect', '1LIDA3', 'McCainSuzanne', 'lyon86319661', 'WECpoker', 'PhilthyLando']",#biden,['#biden'],['so glad hunter biden is not running for president but this scum bucket is president trump maga'],AZ
Arizona,2020-10-23,453,1079.0,-0.040170640176600436,256.0,891434.0,racist,kill,obvious pathological,"['RussellHunterAZ', 'AliciaM05246586', 'needcollegehelp', 'fashionchaos', 'JackRea49106240', '1LIDA3', 'sylvia716', 'WePoll_TheGame', 'theocintric', 'thecjteich']",#biden,['#biden'],['five things obvious about presidentialdebate  biden got questions in advance  someone is coaching him live  biden is a pathological liar  moderator hideously biased against trump interrupts him incessantly  biden has no answer for graft'],AZ
Arizona,2020-10-24,139,187.0,0.10543956834532374,60.0,500114.0,covid,"kill, terror, terrorist",more,"['DazeyGrae320', 'neastjames', 'Dakota52934250', 'frameslyder1', 'DearTrumpBook', 'sarahbenatar', 'Tea_Party_Chris', 'WePoll_TheGame', 'DazeyGrae', 'PowersCorrupt']",#trump,['#trump'],['walkaway walkawayfromdemocrats whobuiltthecagesjoe crimebill crimebill biden trump prisonreform firststepact bidenlied joebiden bidenisapedo joebidenisaracist racistjoebiden racism'],AZ
Arizona,2020-10-25,109,155.0,0.09942293577981651,29.0,149743.0,maga,traitor,minor,"['fashionchaos', 'Laurentiius', 'PhilthyLando', 'D12Democrats', 'RealSouthwest', 'CASAFINA', 'CrazyKensTweet', 'NexusNorberto', 'susanpartlow', 'zismo64']",#trump,['#trump'],['what the hell was hunter biden doing with malia obamas credit card and cocaine was she there was she a minor did obama allow it is she really obamas daughter laptopfromhell'],AZ
Arizona,2020-10-26,114,335.0,0.025714912280701753,43.0,432507.0,maga,hate,black hard,"['chadbensonshow', 'KillTheRich66', 'YOU__ESSAY', 'fashionchaos', 'SteveBnAZ', 'susanpartlow', 'WECpoker', 'Rome_Fell', '1LIDA3', 'Pilotlarryb']",#biden,['#biden'],['who are these voting commercials for who doesnt know how to vote at this time vote joebiden donaldtrump'],AZ
Arizona,2020-10-27,120,340.0,0.019469166666666662,49.0,375869.0,racist,racism,joebiden,"['DearTrumpBook', 'chadbensonshow', 'fashionchaos', 'PhilthyLando', 'zismo64', 'desertrat0073', 'susanpartlow', 'WePoll_TheGame', 'threemipsie', 'D12Democrats']",#biden,['#biden'],['if youre a christian you cant vote for biden antiabortion chooselife catholictwitter catholics hes no catholic votered trump is prolife biden supports the killing of babies please rt seekthetruth'],AZ
